model,dataset,dataset_z,score_source,dq_masked
ai21/jamba-large-1.7,science_analogies,0.8874739423627458,raw,False
ai21/jamba-large-1.7,scimon,0.1284105253308765,raw,False
ai21/jamba-large-1.7,sdat,-2.755284511579332,raw,False
ai21/jamba-large-1.7,simile_generation,-0.4367076054494946,raw,False
ai21/jamba-large-1.7,slang_generation,0.2205734888555062,raw,False
ai21/jamba-large-1.7,speak_to_structure,-0.2704277675485785,raw,False
ai21/jamba-large-1.7,story_generation_rocstories,2.317905037096318,raw,False
ai21/jamba-large-1.7,story_quality,-0.8425111823307727,raw,False
ai21/jamba-large-1.7,ttcw,0.0123216883288685,raw,False
ai21/jamba-large-1.7,twistlist,1.431387430160992,raw,False
ai21/jamba-large-1.7,unfun_corpus,0.065743174099436,raw,False
allenai/olmo-3.1-32b-instruct,analobench,0.4791157400660885,raw,False
allenai/olmo-3.1-32b-instruct,arn,-0.0452399404704266,raw,False
allenai/olmo-3.1-32b-instruct,brainteaser,-0.5857908843850371,raw,False
allenai/olmo-3.1-32b-instruct,c3_crosstalk,0.3768309480457441,raw,False
allenai/olmo-3.1-32b-instruct,chinese_homophonic_puns,-0.6957773779026095,raw,False
allenai/olmo-3.1-32b-instruct,fig_qa,-0.569932482483443,raw,False
allenai/olmo-3.1-32b-instruct,futuregen,0.666724779687848,raw,False
allenai/olmo-3.1-32b-instruct,grapheval_ai_researcher,0.309552105734263,raw,False
allenai/olmo-3.1-32b-instruct,grapheval_iclr,-0.2152078988572525,raw,False
allenai/olmo-3.1-32b-instruct,grapheval_review_advisor,-0.0682813788839729,raw,False
allenai/olmo-3.1-32b-instruct,historical_analogy,0.6994190315777716,raw,False
allenai/olmo-3.1-32b-instruct,humor_transfer,0.8840123117064044,raw,False
allenai/olmo-3.1-32b-instruct,hypobench,0.3642212237745362,raw,False
allenai/olmo-3.1-32b-instruct,lcc_metaphor,0.6995156613113194,raw,False
allenai/olmo-3.1-32b-instruct,meta4xnli,0.6325442974070573,raw,False
allenai/olmo-3.1-32b-instruct,metaphor_generation,-0.9307953012505124,raw,False
allenai/olmo-3.1-32b-instruct,metaphoric_analogies,0.8299401413646955,raw,False
allenai/olmo-3.1-32b-instruct,moh_x,0.563920633846406,raw,False
allenai/olmo-3.1-32b-instruct,munch,0.1100995565241268,raw,False
allenai/olmo-3.1-32b-instruct,newyorker_humor,-0.1409257480547574,raw,False
allenai/olmo-3.1-32b-instruct,nyt_connections,-0.7847130756044183,raw,False
allenai/olmo-3.1-32b-instruct,ocw,-0.9948939707833324,raw,False
allenai/olmo-3.1-32b-instruct,ocw_connections,0.1215918829202152,raw,False
allenai/olmo-3.1-32b-instruct,outline_to_story,0.2871984604327734,raw,False
allenai/olmo-3.1-32b-instruct,permpst,0.7273206758387826,raw,False
allenai/olmo-3.1-32b-instruct,poetmt,-1.1827217180846186,raw,False
allenai/olmo-3.1-32b-instruct,proparalogy,0.8670180812138436,raw,False
allenai/olmo-3.1-32b-instruct,puntuguese,0.0093969909880515,raw,False
allenai/olmo-3.1-32b-instruct,riddlesense,-0.1445695053031664,raw,False
allenai/olmo-3.1-32b-instruct,scar,0.0457959160055713,raw,False
allenai/olmo-3.1-32b-instruct,schnovel,0.5515031974852429,raw,False
allenai/olmo-3.1-32b-instruct,science_analogies,0.2378759664196497,raw,False
allenai/olmo-3.1-32b-instruct,scimon,0.2762522033075063,raw,False
allenai/olmo-3.1-32b-instruct,sdat,0.4574984159973603,raw,False
allenai/olmo-3.1-32b-instruct,simile_generation,-0.2021368569558974,raw,False
allenai/olmo-3.1-32b-instruct,slang_generation,-0.1964951522451757,raw,False
allenai/olmo-3.1-32b-instruct,speak_to_structure,-1.5704264404566977,raw,False
allenai/olmo-3.1-32b-instruct,story_generation_rocstories,3.2894194301906663,raw,False
allenai/olmo-3.1-32b-instruct,story_quality,1.1072040060627637,raw,False
allenai/olmo-3.1-32b-instruct,ttcw,-0.6972491948206537,raw,False
allenai/olmo-3.1-32b-instruct,twistlist,0.3442295886358408,raw,False
allenai/olmo-3.1-32b-instruct,unfun_corpus,0.2379381104244597,raw,False
amazon/nova-2-lite-v1,analobench,0.0181371471968507,raw,False
amazon/nova-2-lite-v1,arn,0.406257426512578,raw,False
amazon/nova-2-lite-v1,brainteaser,-0.2596324905503742,raw,False
amazon/nova-2-lite-v1,c3_crosstalk,-1.25989847515508,raw,False
amazon/nova-2-lite-v1,chinese_homophonic_puns,-0.5065683005566921,raw,False
amazon/nova-2-lite-v1,fig_qa,-0.569932482483443,raw,False
amazon/nova-2-lite-v1,futuregen,0.1766507786092397,raw,False
amazon/nova-2-lite-v1,grapheval_ai_researcher,1.1125295504687582,raw,False
amazon/nova-2-lite-v1,grapheval_iclr,0.2303901491578056,raw,False
amazon/nova-2-lite-v1,grapheval_review_advisor,-0.3220678625223792,raw,False
amazon/nova-2-lite-v1,historical_analogy,-0.183201339096585,raw,False
amazon/nova-2-lite-v1,humor_transfer,0.8840123117064044,raw,False
amazon/nova-2-lite-v1,hypobench,0.4166664876622484,raw,False
amazon/nova-2-lite-v1,irfl,-0.9079849717041572,raw,False
amazon/nova-2-lite-v1,lcc_metaphor,-1.3128789105264866,raw,False
amazon/nova-2-lite-v1,meta4xnli,0.1098731917553837,raw,False
amazon/nova-2-lite-v1,metaphor_generation,0.1270584988267641,raw,False
amazon/nova-2-lite-v1,metaphoric_analogies,-0.961297464663464,raw,False
amazon/nova-2-lite-v1,moh_x,-2.106133464066765,raw,False
amazon/nova-2-lite-v1,munch,-1.350008195563892,raw,False
amazon/nova-2-lite-v1,newyorker_humor,0.0995259675700366,raw,False
amazon/nova-2-lite-v1,nyt_connections,-0.7522864185579252,raw,False
amazon/nova-2-lite-v1,ocw,0.3127096494259822,raw,False
amazon/nova-2-lite-v1,ocw_connections,-1.773834465635362,raw,False
amazon/nova-2-lite-v1,outline_to_story,-0.7084495890410262,raw,False
amazon/nova-2-lite-v1,permpst,-0.3658078909665775,raw,False
amazon/nova-2-lite-v1,poetmt,-0.5841911336580689,raw,False
amazon/nova-2-lite-v1,proparalogy,0.5400899972564451,raw,False
amazon/nova-2-lite-v1,puntuguese,-1.2831988007710389,raw,False
amazon/nova-2-lite-v1,riddlesense,0.1569855995453831,raw,False
amazon/nova-2-lite-v1,scar,-1.1367441894268877,raw,False
amazon/nova-2-lite-v1,schnovel,0.1259554748731002,raw,False
amazon/nova-2-lite-v1,science_analogies,-0.6868445172694392,raw,False
amazon/nova-2-lite-v1,scimon,-1.328107423725054,raw,False
amazon/nova-2-lite-v1,sdat,0.1246279614006757,raw,False
amazon/nova-2-lite-v1,simile_generation,-0.337575166674843,raw,False
amazon/nova-2-lite-v1,slang_generation,0.4277579560959679,raw,False
amazon/nova-2-lite-v1,speak_to_structure,-0.057994072693898,raw,False
amazon/nova-2-lite-v1,story_generation_rocstories,-0.7339976655588675,raw,False
amazon/nova-2-lite-v1,story_quality,-1.061170829627244,raw,False
amazon/nova-2-lite-v1,ttcw,-0.5346342659948147,raw,False
amazon/nova-2-lite-v1,twistlist,-1.6127120295433952,raw,False
amazon/nova-2-lite-v1,unfun_corpus,-0.5661912959596253,raw,False
amazon/nova-lite-v1,analobench,0.1333817954141603,raw,False
amazon/nova-lite-v1,arn,-0.6472364297810989,raw,False
amazon/nova-lite-v1,brainteaser,-0.9913427089357996,raw,False
amazon/nova-lite-v1,c3_crosstalk,0.7581042367299269,raw,False
amazon/nova-lite-v1,chinese_homophonic_puns,0.0539881685315847,raw,False
amazon/nova-lite-v1,fig_qa,-0.569932482483443,raw,False
amazon/nova-lite-v1,futuregen,1.3507188819819351,raw,False
amazon/nova-lite-v1,grapheval_ai_researcher,-0.0023288750539108,raw,False
amazon/nova-lite-v1,grapheval_iclr,0.0633481166121523,raw,False
amazon/nova-lite-v1,grapheval_review_advisor,-0.0309818509595456,raw,False
amazon/nova-lite-v1,historical_analogy,-0.183201339096585,raw,False
amazon/nova-lite-v1,humor_transfer,-1.6630062957102445,raw,False
amazon/nova-lite-v1,hypobench,0.3163152251032414,raw,False
amazon/nova-lite-v1,irfl,0.2232295217779697,raw,False
amazon/nova-lite-v1,lcc_metaphor,-1.6941649370227598,raw,False
amazon/nova-lite-v1,meta4xnli,0.6974723135901382,raw,False
amazon/nova-lite-v1,metaphor_generation,-0.0588608191040929,raw,False
amazon/nova-lite-v1,metaphoric_analogies,-0.4790914421029165,raw,False
amazon/nova-lite-v1,moh_x,0.4367752006124458,raw,False
amazon/nova-lite-v1,munch,0.1893268069686661,raw,False
amazon/nova-lite-v1,newyorker_humor,0.046092252986749,raw,False
amazon/nova-lite-v1,nyt_connections,1.342029515568088,raw,False
amazon/nova-lite-v1,ocw,1.6275305144165195,raw,False
amazon/nova-lite-v1,ocw_connections,0.8723179500977013,raw,False
amazon/nova-lite-v1,outline_to_story,-0.2289429107726906,raw,False
amazon/nova-lite-v1,permpst,-1.3875641928235942,raw,False
amazon/nova-lite-v1,poetmt,-0.7790918498825036,raw,False
amazon/nova-lite-v1,proparalogy,0.7756584171063177,raw,False
amazon/nova-lite-v1,puntuguese,1.4802709107915766,raw,False
amazon/nova-lite-v1,riddlesense,0.5088182664749094,raw,False
amazon/nova-lite-v1,scar,0.1325048552609496,raw,False
amazon/nova-lite-v1,schnovel,-1.417831619267553,raw,False
amazon/nova-lite-v1,science_analogies,0.428763788982041,raw,False
amazon/nova-lite-v1,scimon,-0.3573343392604471,raw,False
amazon/nova-lite-v1,sdat,-0.2472077646068487,raw,False
amazon/nova-lite-v1,simile_generation,0.2210281937367968,raw,False
amazon/nova-lite-v1,slang_generation,-0.068315025004696,raw,False
amazon/nova-lite-v1,speak_to_structure,-0.1654056318735199,raw,False
amazon/nova-lite-v1,story_generation_rocstories,-0.3359845839529314,raw,False
amazon/nova-lite-v1,story_quality,-1.061170829627244,raw,False
amazon/nova-lite-v1,ttcw,-0.8938589668829269,raw,False
amazon/nova-lite-v1,twistlist,0.1926401309390284,raw,False
amazon/nova-lite-v1,unfun_corpus,-0.019387082984148,raw,False
amazon/nova-micro-v1,analobench,0.1333817954141603,raw,False
amazon/nova-micro-v1,arn,0.1052591818572416,raw,False
amazon/nova-micro-v1,brainteaser,-0.9677391089064092,raw,False
amazon/nova-micro-v1,c3_crosstalk,0.1328799411806449,raw,False
amazon/nova-micro-v1,chinese_homophonic_puns,-0.1678451363719259,raw,False
amazon/nova-micro-v1,fig_qa,-0.569932482483443,raw,False
amazon/nova-micro-v1,futuregen,0.8750746375193998,raw,False
amazon/nova-micro-v1,grapheval_ai_researcher,-0.2324601770194911,raw,False
amazon/nova-micro-v1,grapheval_iclr,-0.6706500218256293,raw,False
amazon/nova-micro-v1,grapheval_review_advisor,-0.8831534793718642,raw,False
amazon/nova-micro-v1,historical_analogy,-0.183201339096585,raw,False
amazon/nova-micro-v1,humor_transfer,-1.5710335723290294,raw,False
amazon/nova-micro-v1,hypobench,0.0867796518678252,raw,False
amazon/nova-micro-v1,lcc_metaphor,-1.77734957131848,raw,False
amazon/nova-micro-v1,meta4xnli,-1.642646319177084,raw,False
amazon/nova-micro-v1,metaphor_generation,0.7821490549273517,raw,False
amazon/nova-micro-v1,metaphoric_analogies,-0.890241759308936,raw,False
amazon/nova-micro-v1,moh_x,0.3096297673784852,raw,False
amazon/nova-micro-v1,munch,-0.2068094452540301,raw,False
amazon/nova-micro-v1,newyorker_humor,0.0193753956951052,raw,False
amazon/nova-micro-v1,nyt_connections,-0.7316913024530903,raw,False
amazon/nova-micro-v1,ocw,0.0168643144389034,raw,False
amazon/nova-micro-v1,ocw_connections,-0.4566462620128441,raw,False
amazon/nova-micro-v1,outline_to_story,-0.5030449668717245,raw,False
amazon/nova-micro-v1,permpst,-0.3455494249721016,raw,False
amazon/nova-micro-v1,poetmt,-1.1916315851945585,raw,False
amazon/nova-micro-v1,proparalogy,0.3636441550420305,raw,False
amazon/nova-micro-v1,puntuguese,-2.041456638344016,raw,False
amazon/nova-micro-v1,riddlesense,0.0030321667777039,raw,False
amazon/nova-micro-v1,scar,-0.9186662794848044,raw,False
amazon/nova-micro-v1,schnovel,-1.567450000468161,raw,False
amazon/nova-micro-v1,science_analogies,-0.4215691875343005,raw,False
amazon/nova-micro-v1,scimon,0.6010511948008713,raw,False
amazon/nova-micro-v1,sdat,0.3412294678839641,raw,False
amazon/nova-micro-v1,simile_generation,0.0592385992412565,raw,False
amazon/nova-micro-v1,slang_generation,0.3569010298597529,raw,False
amazon/nova-micro-v1,speak_to_structure,-0.4522454199580756,raw,False
amazon/nova-micro-v1,story_generation_rocstories,-0.7302720374799392,raw,False
amazon/nova-micro-v1,story_quality,-1.061170829627244,raw,False
amazon/nova-micro-v1,ttcw,-1.210210305907904,raw,False
amazon/nova-micro-v1,twistlist,-0.63523715263073,raw,False
amazon/nova-micro-v1,unfun_corpus,0.1030786880150505,raw,False
amazon/nova-pro-v1,analobench,0.3638710918487786,raw,False
amazon/nova-pro-v1,arn,0.1052591818572416,raw,False
amazon/nova-pro-v1,brainteaser,-0.169012657667597,raw,False
amazon/nova-pro-v1,c3_crosstalk,0.0993965491170026,raw,False
amazon/nova-pro-v1,chinese_homophonic_puns,-0.2593589851070825,raw,False
amazon/nova-pro-v1,fig_qa,-0.569932482483443,raw,False
amazon/nova-pro-v1,futuregen,1.181774446990034,raw,False
amazon/nova-pro-v1,grapheval_ai_researcher,0.6703024394472644,raw,False
amazon/nova-pro-v1,grapheval_iclr,-0.8066445197601948,raw,False
amazon/nova-pro-v1,grapheval_review_advisor,-0.5670215435216573,raw,False
amazon/nova-pro-v1,historical_analogy,-0.0066772649617139,raw,False
amazon/nova-pro-v1,humor_transfer,-1.1919493553242797,raw,False
amazon/nova-pro-v1,hypobench,0.2585264295620676,raw,False
amazon/nova-pro-v1,irfl,0.0500558272830142,raw,False
amazon/nova-pro-v1,lcc_metaphor,-0.7766598152863239,raw,False
amazon/nova-pro-v1,meta4xnli,0.6843552098959885,raw,False
amazon/nova-pro-v1,metaphor_generation,-0.6681413817308162,raw,False
amazon/nova-pro-v1,metaphoric_analogies,-0.8473912289936247,raw,False
amazon/nova-pro-v1,moh_x,-2.106133464066765,raw,False
amazon/nova-pro-v1,munch,0.5854630591913623,raw,False
amazon/nova-pro-v1,newyorker_humor,-0.0073414615965385,raw,False
amazon/nova-pro-v1,nyt_connections,0.5534184696646541,raw,False
amazon/nova-pro-v1,ocw,-0.2412846740903574,raw,False
amazon/nova-pro-v1,ocw_connections,0.6921045493835475,raw,False
amazon/nova-pro-v1,outline_to_story,0.3163354653394083,raw,False
amazon/nova-pro-v1,permpst,0.04572530343646,raw,False
amazon/nova-pro-v1,poetmt,-0.559678435771239,raw,False
amazon/nova-pro-v1,proparalogy,0.6160242220834863,raw,False
amazon/nova-pro-v1,puntuguese,-0.2099623883437782,raw,False
amazon/nova-pro-v1,riddlesense,0.6317924533215454,raw,False
amazon/nova-pro-v1,scar,0.3278852708683899,raw,False
amazon/nova-pro-v1,schnovel,0.6730634440270804,raw,False
amazon/nova-pro-v1,science_analogies,0.5185134955948888,raw,False
amazon/nova-pro-v1,scimon,0.0458833094601705,raw,False
amazon/nova-pro-v1,sdat,-0.5396277857181065,raw,False
amazon/nova-pro-v1,simile_generation,0.4760455932012077,raw,False
amazon/nova-pro-v1,slang_generation,-0.4509380281063018,raw,False
amazon/nova-pro-v1,speak_to_structure,0.3370337051561284,raw,False
amazon/nova-pro-v1,story_generation_rocstories,-0.6457384750226426,raw,False
amazon/nova-pro-v1,story_quality,-1.061170829627244,raw,False
amazon/nova-pro-v1,ttcw,-0.4917609041316797,raw,False
amazon/nova-pro-v1,twistlist,-0.8626890624100583,raw,False
amazon/nova-pro-v1,unfun_corpus,0.2287879157256322,raw,False
anthropic/claude-3.7-sonnet,analobench,0.824849684718017,raw,False
anthropic/claude-3.7-sonnet,arn,0.406257426512578,raw,False
anthropic/claude-3.7-sonnet,brainteaser,0.8701864142881527,raw,False
anthropic/claude-3.7-sonnet,c3_crosstalk,1.827576268980094,raw,False
anthropic/claude-3.7-sonnet,chinese_homophonic_puns,0.6309863396867953,raw,False
anthropic/claude-3.7-sonnet,fig_qa,-0.569932482483443,raw,False
anthropic/claude-3.7-sonnet,futuregen,-1.3724195947721112,raw,False
anthropic/claude-3.7-sonnet,grapheval_ai_researcher,-0.6574897358805862,raw,False
anthropic/claude-3.7-sonnet,grapheval_iclr,0.0867285316095507,raw,False
anthropic/claude-3.7-sonnet,grapheval_review_advisor,-0.3029562246560323,raw,False
anthropic/claude-3.7-sonnet,historical_analogy,-0.3824247594758655,raw,False
anthropic/claude-3.7-sonnet,humor_transfer,0.3131941892148304,raw,False
anthropic/claude-3.7-sonnet,hypobench,0.1953981955053826,raw,False
anthropic/claude-3.7-sonnet,irfl,0.3317069410029681,raw,False
anthropic/claude-3.7-sonnet,lcc_metaphor,0.0681696268773529,raw,False
anthropic/claude-3.7-sonnet,meta4xnli,0.6145920230167606,raw,False
anthropic/claude-3.7-sonnet,metaphor_generation,-0.2071478298527314,raw,False
anthropic/claude-3.7-sonnet,metaphoric_analogies,-0.7491474438691288,raw,False
anthropic/claude-3.7-sonnet,moh_x,0.8182115003143274,raw,False
anthropic/claude-3.7-sonnet,munch,0.3477813078577447,raw,False
anthropic/claude-3.7-sonnet,newyorker_humor,0.8475979717360629,raw,False
anthropic/claude-3.7-sonnet,nyt_connections,1.778808652083327,raw,False
anthropic/claude-3.7-sonnet,ocw,-0.4841396809435509,raw,False
anthropic/claude-3.7-sonnet,ocw_connections,-0.7832150157662052,raw,False
anthropic/claude-3.7-sonnet,outline_to_story,-0.01491591362519,raw,False
anthropic/claude-3.7-sonnet,permpst,-0.0972935176401377,raw,False
anthropic/claude-3.7-sonnet,poetmt,0.5238776195190139,raw,False
anthropic/claude-3.7-sonnet,proparalogy,0.6171069026200509,raw,False
anthropic/claude-3.7-sonnet,puntuguese,-0.1918085944894423,raw,False
anthropic/claude-3.7-sonnet,riddlesense,1.2446416749274734,raw,False
anthropic/claude-3.7-sonnet,scar,0.4891293960661926,raw,False
anthropic/claude-3.7-sonnet,schnovel,-1.205250455588924,raw,False
anthropic/claude-3.7-sonnet,science_analogies,-0.9193759756359564,raw,False
anthropic/claude-3.7-sonnet,scimon,1.0747342462834455,raw,False
anthropic/claude-3.7-sonnet,sdat,0.5758357995684562,raw,False
anthropic/claude-3.7-sonnet,simile_generation,0.0332853252155622,raw,False
anthropic/claude-3.7-sonnet,slang_generation,0.734020566387676,raw,False
anthropic/claude-3.7-sonnet,speak_to_structure,0.7856240556192758,raw,False
anthropic/claude-3.7-sonnet,story_generation_rocstories,0.0951995304841415,raw,False
anthropic/claude-3.7-sonnet,story_quality,-1.061170829627244,raw,False
anthropic/claude-3.7-sonnet,ttcw,0.064073568818705,raw,False
anthropic/claude-3.7-sonnet,twistlist,-0.6474144089824853,raw,False
anthropic/claude-3.7-sonnet,unfun_corpus,0.324483916022634,raw,False
anthropic/claude-haiku-4.5,analobench,0.4791157400660885,raw,False
anthropic/claude-haiku-4.5,arn,0.7072556711679135,raw,False
anthropic/claude-haiku-4.5,brainteaser,0.4211118976111146,raw,False
anthropic/claude-haiku-4.5,c3_crosstalk,0.5876162298383295,raw,False
anthropic/claude-haiku-4.5,chinese_homophonic_puns,1.0984888111959423,raw,False
anthropic/claude-haiku-4.5,fig_qa,-0.569932482483443,raw,False
anthropic/claude-haiku-4.5,futuregen,-1.3753700661805277,raw,False
anthropic/claude-haiku-4.5,grapheval_ai_researcher,1.0580815191761526,raw,False
anthropic/claude-haiku-4.5,grapheval_iclr,0.6376843106220379,raw,False
anthropic/claude-haiku-4.5,grapheval_review_advisor,0.8784930131226958,raw,False
anthropic/claude-haiku-4.5,historical_analogy,-0.183201339096585,raw,False
anthropic/claude-haiku-4.5,humor_transfer,0.8840123117064044,raw,False
anthropic/claude-haiku-4.5,hypobench,0.2947954229797275,raw,False
anthropic/claude-haiku-4.5,irfl,-0.9079849717041572,raw,False
anthropic/claude-haiku-4.5,lcc_metaphor,0.5498476534077545,raw,False
anthropic/claude-haiku-4.5,meta4xnli,0.5011357109748178,raw,False
anthropic/claude-haiku-4.5,metaphor_generation,0.4475371058205356,raw,False
anthropic/claude-haiku-4.5,metaphoric_analogies,-0.5649439438072721,raw,False
anthropic/claude-haiku-4.5,moh_x,0.7546387836973472,raw,False
anthropic/claude-haiku-4.5,munch,0.5062358087468231,raw,False
anthropic/claude-haiku-4.5,newyorker_humor,0.2331102540282555,raw,False
anthropic/claude-haiku-4.5,nyt_connections,-0.2711936740750694,raw,False
anthropic/claude-haiku-4.5,ocw,1.421071906188285,raw,False
anthropic/claude-haiku-4.5,ocw_connections,0.5611206498518126,raw,False
anthropic/claude-haiku-4.5,outline_to_story,-0.5345393714578237,raw,False
anthropic/claude-haiku-4.5,permpst,0.9088422197254676,raw,False
anthropic/claude-haiku-4.5,poetmt,0.7134020055003955,raw,False
anthropic/claude-haiku-4.5,proparalogy,0.3716927477653635,raw,False
anthropic/claude-haiku-4.5,puntuguese,0.5789156413215468,raw,False
anthropic/claude-haiku-4.5,riddlesense,-0.534690122659291,raw,False
anthropic/claude-haiku-4.5,scar,0.2415654479902615,raw,False
anthropic/claude-haiku-4.5,schnovel,-1.5176407559366716,raw,False
anthropic/claude-haiku-4.5,science_analogies,-1.3994613773060889,raw,False
anthropic/claude-haiku-4.5,scimon,-1.7474754390424423,raw,False
anthropic/claude-haiku-4.5,sdat,0.3554449460246381,raw,False
anthropic/claude-haiku-4.5,simile_generation,0.8081930045151099,raw,False
anthropic/claude-haiku-4.5,slang_generation,0.3571996507146538,raw,False
anthropic/claude-haiku-4.5,speak_to_structure,0.4951368006549808,raw,False
anthropic/claude-haiku-4.5,story_generation_rocstories,0.5753643171374224,raw,False
anthropic/claude-haiku-4.5,story_quality,0.341895240525114,raw,False
anthropic/claude-haiku-4.5,ttcw,1.2437322011923433,raw,False
anthropic/claude-haiku-4.5,twistlist,-0.2199124318178283,raw,False
anthropic/claude-haiku-4.5,unfun_corpus,0.3451092749306897,raw,False
anthropic/claude-opus-4.5,analobench,0.824849684718017,raw,False
anthropic/claude-opus-4.5,arn,-0.346238185125763,raw,False
anthropic/claude-opus-4.5,brainteaser,0.900286031215036,raw,False
anthropic/claude-opus-4.5,c3_crosstalk,1.348494981468959,raw,False
anthropic/claude-opus-4.5,chinese_homophonic_puns,1.203302562891874,raw,False
anthropic/claude-opus-4.5,fig_qa,0.8430559708423917,raw,False
anthropic/claude-opus-4.5,futuregen,-1.367626404019881,raw,False
anthropic/claude-opus-4.5,grapheval_ai_researcher,0.3061318518182245,raw,False
anthropic/claude-opus-4.5,grapheval_iclr,0.6749922167679399,raw,False
anthropic/claude-opus-4.5,grapheval_review_advisor,1.2328195591886553,raw,False
anthropic/claude-opus-4.5,historical_analogy,-0.6724455648327818,raw,False
anthropic/claude-opus-4.5,humor_transfer,-1.327716643411653,raw,False
anthropic/claude-opus-4.5,hypobench,0.3958859591410408,raw,False
anthropic/claude-opus-4.5,irfl,0.5376654974876144,raw,False
anthropic/claude-opus-4.5,lcc_metaphor,1.25996371769624,raw,False
anthropic/claude-opus-4.5,meta4xnli,0.8732051662328539,raw,False
anthropic/claude-opus-4.5,metaphor_generation,2.395894792848756,raw,False
anthropic/claude-opus-4.5,metaphoric_analogies,-0.1701870025516115,raw,False
anthropic/claude-opus-4.5,moh_x,0.8182115003143274,raw,False
anthropic/claude-opus-4.5,munch,0.9815993114140584,raw,False
anthropic/claude-opus-4.5,newyorker_humor,0.9544654009026382,raw,False
anthropic/claude-opus-4.5,nyt_connections,0.7716913674535333,raw,False
anthropic/claude-opus-4.5,ocw,1.4798014044453622,raw,False
anthropic/claude-opus-4.5,ocw_connections,0.4125132676507819,raw,False
anthropic/claude-opus-4.5,outline_to_story,0.1768115377168504,raw,False
anthropic/claude-opus-4.5,permpst,1.182517707204591,raw,False
anthropic/claude-opus-4.5,poetmt,1.3200874053571856,raw,False
anthropic/claude-opus-4.5,proparalogy,0.4475848257235091,raw,False
anthropic/claude-opus-4.5,puntuguese,0.2045412740347139,raw,False
anthropic/claude-opus-4.5,riddlesense,0.7035093711815777,raw,False
anthropic/claude-opus-4.5,scar,1.1211458282978168,raw,False
anthropic/claude-opus-4.5,schnovel,-1.567450000468161,raw,False
anthropic/claude-opus-4.5,science_analogies,-1.190272528945578,raw,False
anthropic/claude-opus-4.5,scimon,1.094976143141419,raw,False
anthropic/claude-opus-4.5,sdat,0.6233299774918233,raw,False
anthropic/claude-opus-4.5,simile_generation,0.2143908352885065,raw,False
anthropic/claude-opus-4.5,slang_generation,1.2433732217071616,raw,False
anthropic/claude-opus-4.5,speak_to_structure,1.5088295776602825,raw,False
anthropic/claude-opus-4.5,story_generation_rocstories,0.3235344503654522,raw,False
anthropic/claude-opus-4.5,story_quality,0.5787765250962912,raw,False
anthropic/claude-opus-4.5,ttcw,1.3294789249186136,raw,False
anthropic/claude-opus-4.5,twistlist,0.5976230896967455,raw,False
anthropic/claude-opus-4.5,unfun_corpus,0.0965054257329834,raw,False
anthropic/claude-opus-4.6,analobench,0.9400943329353258,raw,False
anthropic/claude-opus-4.6,arn,0.7072556711679135,raw,False
anthropic/claude-opus-4.6,brainteaser,0.9677954403845536,raw,False
anthropic/claude-opus-4.6,c3_crosstalk,0.998853718563339,raw,False
anthropic/claude-opus-4.6,chinese_homophonic_puns,0.8975000403390189,raw,False
anthropic/claude-opus-4.6,fig_qa,1.9488730212713052,raw,False
anthropic/claude-opus-4.6,futuregen,-1.387648454487047,raw,False
