dataset,model,n_audited,on_task_rate,garbled_rate,cannot_eval_rate,mean_chars
aidanbench,moonshotai/kimi-k2.5,3,1.0,0.0,0.0,314.6666666666667
aidanbench,moonshotai/kimi-k2.6,3,1.0,0.0,0.0,542.0
aidanbench,morph/morph-v3-fast,3,0.0,0.0,0.0,68.0
aidanbench,nex-agi/deepseek-v3.1-nex-n1,3,1.0,0.0,0.0,618.6666666666666
aidanbench,nousresearch/hermes-3-llama-3.1-405b,3,1.0,0.0,0.0,341.3333333333333
aidanbench,nousresearch/hermes-3-llama-3.1-70b,3,1.0,0.3333333333333333,0.0,2002.0
aidanbench,nousresearch/hermes-4-405b,3,1.0,0.0,0.0,282.3333333333333
aidanbench,nousresearch/hermes-4-70b,3,1.0,0.0,0.0,242.0
aidanbench,nvidia/nemotron-3-nano-30b-a3b,3,1.0,0.0,0.0,139.66666666666666
aidanbench,nvidia/nemotron-3-super-120b-a12b,3,1.0,0.0,0.0,329.6666666666667
aidanbench,nvidia/nemotron-nano-12b-v2-vl,3,1.0,0.0,0.0,287.0
aidanbench,nvidia/nemotron-nano-9b-v2,3,1.0,0.0,0.0,129.33333333333334
aidanbench,openai/gpt-4.1,3,1.0,0.0,0.0,269.0
aidanbench,openai/gpt-4.1-mini,3,1.0,0.0,0.0,224.33333333333334
aidanbench,openai/gpt-4o,3,1.0,0.0,0.0,261.0
aidanbench,openai/gpt-4o-mini,3,1.0,0.0,0.0,256.3333333333333
aidanbench,openai/gpt-5.1,3,1.0,0.0,0.0,654.3333333333334
aidanbench,openai/gpt-5.4,3,1.0,0.0,0.0,330.6666666666667
aidanbench,openai/gpt-5.4-mini,3,1.0,0.0,0.0,290.0
aidanbench,openai/gpt-5.4-nano,3,1.0,0.0,0.0,395.3333333333333
aidanbench,openai/gpt-5.5,3,1.0,0.0,0.0,352.6666666666667
aidanbench,qwen/qwen-turbo,3,1.0,0.0,0.0,257.3333333333333
aidanbench,qwen/qwen3-14b,3,0.6666666666666666,0.3333333333333333,0.0,171.33333333333334
aidanbench,qwen/qwen3-next-80b-a3b-instruct,3,1.0,0.0,0.0,176.33333333333334
aidanbench,qwen/qwen3.5-flash-02-23,3,1.0,0.0,0.0,176.33333333333334
aidanbench,tencent/hunyuan-a13b-instruct,3,1.0,0.0,0.0,273.6666666666667
aidanbench,z-ai/glm-4.5v,3,1.0,0.0,0.0,170.0
aidanbench,z-ai/glm-4.6,3,1.0,0.0,0.0,365.6666666666667
aidanbench,z-ai/glm-4.7,3,1.0,0.0,0.0,291.0
aidanbench,z-ai/glm-5,3,1.0,0.0,0.0,302.6666666666667
aidanbench,z-ai/glm-5-turbo,3,1.0,0.0,0.0,347.0
aidanbench,z-ai/glm-5.1,3,1.0,0.0,0.0,298.3333333333333
alpaca_eval_2,ai21/jamba-large-1.7,3,1.0,0.0,0.0,204.66666666666666
alpaca_eval_2,allenai/olmo-3.1-32b-instruct,3,1.0,0.0,0.0,936.0
alpaca_eval_2,amazon/nova-2-lite-v1,3,1.0,0.0,0.0,2535.6666666666665
alpaca_eval_2,amazon/nova-lite-v1,3,1.0,0.0,0.0,614.6666666666666
alpaca_eval_2,amazon/nova-micro-v1,3,1.0,0.0,0.0,1074.3333333333333
alpaca_eval_2,amazon/nova-pro-v1,3,1.0,0.0,0.0,889.6666666666666
alpaca_eval_2,anthropic/claude-3.7-sonnet,3,1.0,0.0,0.0,301.0
alpaca_eval_2,anthropic/claude-haiku-4.5,3,1.0,0.0,0.0,336.0
alpaca_eval_2,anthropic/claude-opus-4.5,3,1.0,0.0,0.0,471.3333333333333
alpaca_eval_2,anthropic/claude-opus-4.6,3,1.0,0.0,0.0,272.6666666666667
alpaca_eval_2,anthropic/claude-opus-4.6-fast,3,1.0,0.0,0.0,267.6666666666667
alpaca_eval_2,anthropic/claude-opus-4.7,3,1.0,0.0,0.0,417.3333333333333
alpaca_eval_2,anthropic/claude-sonnet-4,3,1.0,0.0,0.0,431.6666666666667
alpaca_eval_2,anthropic/claude-sonnet-4.5,3,1.0,0.0,0.0,457.3333333333333
alpaca_eval_2,anthropic/claude-sonnet-4.6,3,1.0,0.0,0.0,340.6666666666667
alpaca_eval_2,arcee-ai/trinity-large-preview,3,1.0,0.0,0.0,547.3333333333334
alpaca_eval_2,baidu/ernie-4.5-300b-a47b,3,1.0,0.0,0.0,966.6666666666666
alpaca_eval_2,baidu/ernie-4.5-vl-424b-a47b,3,1.0,0.0,0.0,793.3333333333334
alpaca_eval_2,deepcogito/cogito-v2.1-671b,3,1.0,0.0,0.0,1502.3333333333333
alpaca_eval_2,deepseek/deepseek-chat,3,1.0,0.0,0.0,650.6666666666666
alpaca_eval_2,deepseek/deepseek-chat-v3-0324,3,1.0,0.0,0.0,675.3333333333334
alpaca_eval_2,deepseek/deepseek-chat-v3.1,3,1.0,0.0,0.0,1348.6666666666667
alpaca_eval_2,deepseek/deepseek-v3.1-terminus,3,1.0,0.0,0.0,1589.6666666666667
alpaca_eval_2,deepseek/deepseek-v3.2,3,1.0,0.0,0.0,821.3333333333334
alpaca_eval_2,deepseek/deepseek-v3.2-exp,3,1.0,0.0,0.0,841.6666666666666
alpaca_eval_2,google/gemini-2.5-flash,3,1.0,0.0,0.0,693.0
alpaca_eval_2,google/gemma-2-27b-it,3,1.0,0.0,0.0,436.6666666666667
alpaca_eval_2,google/gemma-3-12b-it,3,1.0,0.0,0.0,1481.3333333333333
alpaca_eval_2,google/gemma-3-27b-it,3,1.0,0.0,0.0,1732.6666666666667
alpaca_eval_2,google/gemma-3-4b-it,3,1.0,0.0,0.0,1447.6666666666667
alpaca_eval_2,google/gemma-4-26b-a4b-it,3,1.0,0.0,0.0,804.0
alpaca_eval_2,google/gemma-4-31b-it,3,1.0,0.0,0.0,750.3333333333334
alpaca_eval_2,ibm-granite/granite-4.0-h-micro,3,1.0,0.0,0.0,183.33333333333334
alpaca_eval_2,meta-llama/llama-3-8b-instruct,3,1.0,0.0,0.0,484.6666666666667
alpaca_eval_2,meta-llama/llama-3.1-70b-instruct,3,1.0,0.0,0.0,553.6666666666666
alpaca_eval_2,meta-llama/llama-3.1-8b-instruct,3,1.0,0.0,0.0,630.3333333333334
alpaca_eval_2,meta-llama/llama-3.2-11b-vision-instruct,3,1.0,0.0,0.0,590.0
alpaca_eval_2,meta-llama/llama-3.2-3b-instruct,3,1.0,0.0,0.0,592.3333333333334
alpaca_eval_2,meta-llama/llama-3.3-70b-instruct,3,1.0,0.0,0.0,524.3333333333334
alpaca_eval_2,meta-llama/llama-4-maverick,3,1.0,0.0,0.0,880.6666666666666
alpaca_eval_2,meta-llama/llama-4-scout,3,1.0,0.0,0.0,453.3333333333333
alpaca_eval_2,minimax/minimax-01,3,1.0,0.0,0.0,655.6666666666666
alpaca_eval_2,minimax/minimax-m2-her,3,1.0,0.0,0.0,817.0
alpaca_eval_2,mistralai/ministral-8b-2512,3,1.0,0.0,0.0,675.6666666666666
alpaca_eval_2,mistralai/mistral-large-2512,3,1.0,0.0,0.0,728.0
alpaca_eval_2,mistralai/mistral-medium-3.1,3,1.0,0.0,0.0,602.6666666666666
alpaca_eval_2,mistralai/mistral-nemo,3,1.0,0.0,0.0,529.0
alpaca_eval_2,mistralai/mistral-small-3.1-24b-instruct,3,0.6666666666666666,0.3333333333333333,0.0,138.66666666666666
alpaca_eval_2,mistralai/mixtral-8x22b-instruct,3,1.0,0.0,0.0,554.6666666666666
alpaca_eval_2,mistralai/pixtral-large-2411,3,1.0,0.0,0.0,558.0
alpaca_eval_2,moonshotai/kimi-k2-0905,3,1.0,0.0,0.0,177.66666666666666
alpaca_eval_2,moonshotai/kimi-k2.5,3,1.0,0.0,0.0,400.0
alpaca_eval_2,moonshotai/kimi-k2.6,3,1.0,0.0,0.0,2212.0
alpaca_eval_2,morph/morph-v3-fast,3,0.3333333333333333,0.3333333333333333,0.0,21230.666666666668
alpaca_eval_2,nex-agi/deepseek-v3.1-nex-n1,3,1.0,0.0,0.0,692.6666666666666
alpaca_eval_2,nousresearch/hermes-3-llama-3.1-405b,3,1.0,0.0,0.0,462.3333333333333
alpaca_eval_2,nousresearch/hermes-3-llama-3.1-70b,3,1.0,0.3333333333333333,0.0,4134.666666666667
alpaca_eval_2,nousresearch/hermes-4-405b,3,1.0,0.0,0.0,250.0
alpaca_eval_2,nousresearch/hermes-4-70b,3,1.0,0.0,0.0,243.66666666666666
alpaca_eval_2,nvidia/nemotron-3-nano-30b-a3b,3,1.0,0.0,0.0,1318.6666666666667
alpaca_eval_2,nvidia/nemotron-3-super-120b-a12b,3,1.0,0.0,0.0,852.3333333333334
alpaca_eval_2,nvidia/nemotron-nano-12b-v2-vl,3,1.0,0.0,0.0,553.3333333333334
alpaca_eval_2,nvidia/nemotron-nano-9b-v2,3,1.0,0.0,0.0,392.3333333333333
alpaca_eval_2,openai/gpt-4.1,3,1.0,0.0,0.0,542.6666666666666
alpaca_eval_2,openai/gpt-4.1-mini,3,1.0,0.0,0.0,365.3333333333333
alpaca_eval_2,openai/gpt-4o,3,1.0,0.0,0.0,209.0
alpaca_eval_2,openai/gpt-4o-mini,3,1.0,0.0,0.0,302.0
alpaca_eval_2,openai/gpt-5.1,3,1.0,0.0,0.0,255.66666666666666
alpaca_eval_2,openai/gpt-5.4,3,1.0,0.0,0.0,214.0
alpaca_eval_2,openai/gpt-5.4-mini,3,1.0,0.0,0.0,177.0
alpaca_eval_2,openai/gpt-5.4-nano,3,1.0,0.0,0.0,198.0
alpaca_eval_2,openai/gpt-5.5,3,1.0,0.0,0.0,119.33333333333333
alpaca_eval_2,qwen/qwen-turbo,3,1.0,0.0,0.0,568.6666666666666
alpaca_eval_2,qwen/qwen3-14b,3,1.0,0.0,0.0,2014.6666666666667
alpaca_eval_2,qwen/qwen3-next-80b-a3b-instruct,3,1.0,0.0,0.0,761.0
alpaca_eval_2,qwen/qwen3.5-flash-02-23,3,1.0,0.0,0.0,914.0
alpaca_eval_2,tencent/hunyuan-a13b-instruct,3,1.0,0.0,0.0,1575.3333333333333
alpaca_eval_2,z-ai/glm-4.5v,3,1.0,0.0,0.0,404.0
alpaca_eval_2,z-ai/glm-4.6,3,1.0,0.0,0.0,1914.3333333333333
alpaca_eval_2,z-ai/glm-4.7,3,1.0,0.0,0.0,296.3333333333333
alpaca_eval_2,z-ai/glm-5,3,1.0,0.0,0.0,403.3333333333333
alpaca_eval_2,z-ai/glm-5-turbo,3,1.0,0.0,0.0,526.3333333333334
alpaca_eval_2,z-ai/glm-5.1,3,1.0,0.0,0.0,509.0
amuse_chord_generation,ai21/jamba-large-1.7,3,1.0,0.0,0.0,466.0
amuse_chord_generation,allenai/olmo-3.1-32b-instruct,3,1.0,0.0,0.0,517.0
amuse_chord_generation,amazon/nova-2-lite-v1,3,1.0,0.0,0.0,412.0
amuse_chord_generation,amazon/nova-lite-v1,3,1.0,0.0,0.0,916.3333333333334
amuse_chord_generation,amazon/nova-micro-v1,3,1.0,0.0,0.0,610.0
amuse_chord_generation,amazon/nova-pro-v1,3,1.0,0.0,0.0,420.0
amuse_chord_generation,anthropic/claude-3.7-sonnet,3,1.0,0.0,0.0,387.6666666666667
amuse_chord_generation,anthropic/claude-haiku-4.5,3,1.0,0.0,0.0,524.6666666666666
amuse_chord_generation,anthropic/claude-opus-4.5,3,1.0,0.0,0.0,508.3333333333333
amuse_chord_generation,anthropic/claude-opus-4.6,3,1.0,0.0,0.0,510.0
amuse_chord_generation,anthropic/claude-opus-4.6-fast,3,1.0,0.0,0.0,532.6666666666666
amuse_chord_generation,anthropic/claude-opus-4.7,3,1.0,0.0,0.0,472.3333333333333
amuse_chord_generation,anthropic/claude-sonnet-4,3,1.0,0.0,0.0,438.6666666666667
amuse_chord_generation,anthropic/claude-sonnet-4.5,3,1.0,0.0,0.0,541.0
amuse_chord_generation,anthropic/claude-sonnet-4.6,3,1.0,0.0,0.0,595.0
amuse_chord_generation,arcee-ai/trinity-large-preview,3,1.0,0.0,0.0,594.6666666666666
amuse_chord_generation,baidu/ernie-4.5-300b-a47b,3,1.0,0.0,0.0,538.0
amuse_chord_generation,baidu/ernie-4.5-vl-424b-a47b,3,1.0,0.0,0.0,930.3333333333334
amuse_chord_generation,deepcogito/cogito-v2.1-671b,3,1.0,0.0,0.0,491.0
amuse_chord_generation,deepseek/deepseek-chat,3,1.0,0.0,0.0,618.3333333333334
amuse_chord_generation,deepseek/deepseek-chat-v3-0324,3,1.0,0.0,0.0,544.3333333333334
amuse_chord_generation,deepseek/deepseek-chat-v3.1,3,1.0,0.0,0.0,530.0
amuse_chord_generation,deepseek/deepseek-v3.1-terminus,3,1.0,0.0,0.0,577.0
amuse_chord_generation,deepseek/deepseek-v3.2,3,1.0,0.0,0.0,554.3333333333334
amuse_chord_generation,deepseek/deepseek-v3.2-exp,3,1.0,0.0,0.0,479.0
amuse_chord_generation,google/gemini-2.5-flash,3,1.0,0.0,0.0,635.0
amuse_chord_generation,google/gemma-2-27b-it,3,1.0,0.0,0.0,626.3333333333334
amuse_chord_generation,google/gemma-3-12b-it,3,1.0,0.0,0.0,509.3333333333333
amuse_chord_generation,google/gemma-3-27b-it,3,1.0,0.0,0.0,554.6666666666666
amuse_chord_generation,google/gemma-3-4b-it,3,1.0,0.0,0.0,901.6666666666666
amuse_chord_generation,google/gemma-4-26b-a4b-it,3,1.0,0.0,0.0,560.3333333333334
amuse_chord_generation,google/gemma-4-31b-it,3,1.0,0.0,0.0,398.0
amuse_chord_generation,ibm-granite/granite-4.0-h-micro,3,1.0,0.0,0.0,575.0
amuse_chord_generation,meta-llama/llama-3-8b-instruct,3,1.0,0.0,0.0,527.3333333333334
amuse_chord_generation,meta-llama/llama-3.1-70b-instruct,3,1.0,0.0,0.0,786.6666666666666
amuse_chord_generation,meta-llama/llama-3.1-8b-instruct,3,1.0,0.0,0.0,634.0
amuse_chord_generation,meta-llama/llama-3.2-11b-vision-instruct,3,1.0,0.0,0.0,1098.6666666666667
amuse_chord_generation,meta-llama/llama-3.2-3b-instruct,3,1.0,0.0,0.0,1435.0
amuse_chord_generation,meta-llama/llama-3.3-70b-instruct,3,1.0,0.0,0.0,945.6666666666666
amuse_chord_generation,meta-llama/llama-4-maverick,3,1.0,0.0,0.0,635.3333333333334
amuse_chord_generation,meta-llama/llama-4-scout,3,1.0,0.0,0.0,1181.6666666666667
amuse_chord_generation,minimax/minimax-01,3,1.0,0.0,0.0,758.0
amuse_chord_generation,minimax/minimax-m2-her,3,1.0,0.0,0.0,1809.3333333333333
amuse_chord_generation,mistralai/ministral-8b-2512,3,1.0,0.0,0.0,1010.3333333333334
amuse_chord_generation,mistralai/mistral-large-2512,3,1.0,0.0,0.0,499.6666666666667
amuse_chord_generation,mistralai/mistral-medium-3.1,3,1.0,0.0,0.0,668.3333333333334
amuse_chord_generation,mistralai/mistral-nemo,3,1.0,0.0,0.0,363.3333333333333
amuse_chord_generation,mistralai/mistral-small-3.1-24b-instruct,3,0.3333333333333333,0.0,0.0,87.33333333333333
amuse_chord_generation,mistralai/mixtral-8x22b-instruct,3,1.0,0.0,0.0,552.0
amuse_chord_generation,mistralai/pixtral-large-2411,3,1.0,0.0,0.0,594.6666666666666
amuse_chord_generation,moonshotai/kimi-k2-0905,3,1.0,0.0,0.0,592.3333333333334
amuse_chord_generation,moonshotai/kimi-k2.5,3,1.0,0.0,0.0,580.0
amuse_chord_generation,moonshotai/kimi-k2.6,3,1.0,0.0,0.0,564.0
amuse_chord_generation,morph/morph-v3-fast,3,0.3333333333333333,0.6666666666666666,0.0,38093.333333333336
amuse_chord_generation,nex-agi/deepseek-v3.1-nex-n1,3,1.0,0.0,0.0,1154.0
amuse_chord_generation,nousresearch/hermes-3-llama-3.1-405b,3,1.0,0.0,0.0,534.0
amuse_chord_generation,nousresearch/hermes-3-llama-3.1-70b,3,0.6666666666666666,0.3333333333333333,0.0,1541.3333333333333
amuse_chord_generation,nousresearch/hermes-4-405b,3,1.0,0.0,0.0,536.6666666666666
amuse_chord_generation,nousresearch/hermes-4-70b,3,1.0,0.0,0.0,737.3333333333334
amuse_chord_generation,nvidia/nemotron-3-nano-30b-a3b,3,0.3333333333333333,0.0,0.0,3496.3333333333335
amuse_chord_generation,nvidia/nemotron-3-super-120b-a12b,3,1.0,0.0,0.0,1244.3333333333333
amuse_chord_generation,nvidia/nemotron-nano-12b-v2-vl,3,1.0,0.0,0.0,1277.6666666666667
amuse_chord_generation,nvidia/nemotron-nano-9b-v2,3,1.0,0.0,0.0,990.0
amuse_chord_generation,openai/gpt-4.1,3,1.0,0.0,0.0,598.0
amuse_chord_generation,openai/gpt-4.1-mini,3,1.0,0.0,0.0,511.6666666666667
amuse_chord_generation,openai/gpt-4o,3,1.0,0.0,0.0,625.3333333333334
amuse_chord_generation,openai/gpt-4o-mini,3,1.0,0.0,0.0,584.0
amuse_chord_generation,openai/gpt-5.1,3,1.0,0.0,0.0,517.6666666666666
amuse_chord_generation,openai/gpt-5.4,3,1.0,0.0,0.0,427.3333333333333
amuse_chord_generation,openai/gpt-5.4-mini,3,1.0,0.0,0.0,482.6666666666667
amuse_chord_generation,openai/gpt-5.4-nano,3,1.0,0.0,0.0,608.0
amuse_chord_generation,openai/gpt-5.5,3,1.0,0.0,0.0,486.3333333333333
amuse_chord_generation,qwen/qwen-turbo,3,1.0,0.0,0.0,366.6666666666667
amuse_chord_generation,qwen/qwen3-14b,3,1.0,0.0,0.0,519.0
amuse_chord_generation,qwen/qwen3-next-80b-a3b-instruct,3,1.0,0.0,0.0,525.0
amuse_chord_generation,qwen/qwen3.5-flash-02-23,3,1.0,0.0,0.0,551.6666666666666
amuse_chord_generation,tencent/hunyuan-a13b-instruct,3,1.0,0.0,0.0,426.3333333333333
amuse_chord_generation,z-ai/glm-4.5v,3,1.0,0.0,0.0,572.6666666666666
amuse_chord_generation,z-ai/glm-4.6,3,1.0,0.0,0.0,883.0
amuse_chord_generation,z-ai/glm-4.7,3,1.0,0.0,0.0,461.0
amuse_chord_generation,z-ai/glm-5,3,1.0,0.0,0.0,393.0
amuse_chord_generation,z-ai/glm-5-turbo,3,1.0,0.0,0.0,533.3333333333334
amuse_chord_generation,z-ai/glm-5.1,3,1.0,0.0,0.0,504.6666666666667
analobench,ai21/jamba-large-1.7,3,1.0,0.0,0.0,2.0
analobench,allenai/olmo-3.1-32b-instruct,3,1.0,0.0,0.0,1.0
analobench,amazon/nova-2-lite-v1,3,1.0,0.0,0.0,1.0
analobench,amazon/nova-lite-v1,3,1.0,0.0,0.0,1.0
analobench,amazon/nova-micro-v1,3,1.0,0.0,0.0,1.0
analobench,amazon/nova-pro-v1,3,1.0,0.0,0.0,1.0
analobench,anthropic/claude-3.7-sonnet,3,1.0,0.0,0.0,1.0
analobench,anthropic/claude-haiku-4.5,3,1.0,0.0,0.0,1.0
analobench,anthropic/claude-opus-4.5,3,1.0,0.0,0.0,1.0
analobench,anthropic/claude-opus-4.6,3,1.0,0.0,0.0,1.0
analobench,anthropic/claude-opus-4.6-fast,3,1.0,0.0,0.0,1.0
analobench,anthropic/claude-opus-4.7,3,1.0,0.0,0.0,1.0
analobench,anthropic/claude-sonnet-4,3,1.0,0.0,0.0,1.0
analobench,anthropic/claude-sonnet-4.5,3,1.0,0.0,0.0,1.0
analobench,anthropic/claude-sonnet-4.6,3,1.0,0.0,0.0,1.0
analobench,arcee-ai/trinity-large-preview,3,1.0,0.0,0.0,1.0
analobench,baidu/ernie-4.5-300b-a47b,3,1.0,0.0,0.0,1.0
analobench,baidu/ernie-4.5-vl-424b-a47b,3,1.0,0.0,0.0,11.0
analobench,deepcogito/cogito-v2.1-671b,3,1.0,0.0,0.0,1.0
analobench,deepseek/deepseek-chat,3,1.0,0.0,0.0,1.0
analobench,deepseek/deepseek-chat-v3-0324,3,1.0,0.0,0.0,1.0
analobench,deepseek/deepseek-chat-v3.1,3,1.0,0.0,0.0,1.0
analobench,deepseek/deepseek-v3.1-terminus,3,1.0,0.0,0.0,1.0
analobench,deepseek/deepseek-v3.2,3,1.0,0.0,0.0,1.0
analobench,deepseek/deepseek-v3.2-exp,3,1.0,0.0,0.0,1.0
analobench,google/gemini-2.5-flash,3,1.0,0.0,0.0,1.0
analobench,google/gemma-2-27b-it,1,0.0,1.0,0.0,0.0
analobench,google/gemma-3-12b-it,3,1.0,0.0,0.0,1.0
analobench,google/gemma-3-27b-it,3,1.0,0.0,0.0,1.0
analobench,google/gemma-3-4b-it,3,1.0,0.0,0.0,1.0
analobench,google/gemma-4-26b-a4b-it,3,1.0,0.0,0.0,1.0
analobench,google/gemma-4-31b-it,3,1.0,0.0,0.0,1.0
analobench,ibm-granite/granite-4.0-h-micro,3,1.0,0.0,0.0,1.0
analobench,meta-llama/llama-3-8b-instruct,3,1.0,0.0,0.0,1.0
analobench,meta-llama/llama-3.1-70b-instruct,3,1.0,0.0,0.0,1.0
analobench,meta-llama/llama-3.1-8b-instruct,3,1.0,0.0,0.0,2.0
analobench,meta-llama/llama-3.2-11b-vision-instruct,3,1.0,0.0,0.0,2.0
analobench,meta-llama/llama-3.2-3b-instruct,3,1.0,0.0,0.0,1.0
analobench,meta-llama/llama-3.3-70b-instruct,3,1.0,0.0,0.0,1.0
analobench,meta-llama/llama-4-maverick,3,0.6666666666666666,0.0,0.0,11.666666666666666
analobench,meta-llama/llama-4-scout,3,1.0,0.0,0.0,2.0
analobench,minimax/minimax-01,3,1.0,0.0,0.0,1.0
analobench,minimax/minimax-m2-her,3,1.0,0.0,0.0,21.0
analobench,mistralai/ministral-8b-2512,3,1.0,0.0,0.0,1.0
analobench,mistralai/mistral-large-2512,3,1.0,0.0,0.0,1.0
analobench,mistralai/mistral-medium-3.1,3,1.0,0.0,0.0,1.0
analobench,mistralai/mistral-nemo,3,1.0,0.0,0.0,1.0
analobench,mistralai/mistral-small-3.1-24b-instruct,3,1.0,0.0,0.0,1.0
analobench,mistralai/mixtral-8x22b-instruct,3,1.0,0.0,0.0,1.0
analobench,mistralai/pixtral-large-2411,3,1.0,0.0,0.0,1.0
analobench,moonshotai/kimi-k2-0905,3,1.0,0.0,0.0,1.0
analobench,moonshotai/kimi-k2.5,3,1.0,0.0,0.0,1.0
analobench,moonshotai/kimi-k2.6,3,1.0,0.0,0.0,1.0
analobench,morph/morph-v3-fast,3,0.0,0.0,0.0,75.66666666666667
analobench,nex-agi/deepseek-v3.1-nex-n1,3,1.0,0.0,0.0,1.0
analobench,nousresearch/hermes-3-llama-3.1-405b,3,1.0,0.0,0.0,1.0
analobench,nousresearch/hermes-3-llama-3.1-70b,3,1.0,0.0,0.0,22.666666666666668
analobench,nousresearch/hermes-4-405b,3,1.0,0.0,0.0,1.0
analobench,nousresearch/hermes-4-70b,3,1.0,0.0,0.0,1.0
analobench,nvidia/nemotron-3-nano-30b-a3b,3,0.0,1.0,0.0,35.0
analobench,nvidia/nemotron-3-super-120b-a12b,3,1.0,0.0,0.0,1.0
analobench,nvidia/nemotron-nano-12b-v2-vl,3,1.0,0.0,0.0,1.0
analobench,nvidia/nemotron-nano-9b-v2,3,1.0,0.0,0.0,1.0
analobench,openai/gpt-4.1,3,1.0,0.0,0.0,1.0
analobench,openai/gpt-4.1-mini,3,1.0,0.0,0.0,1.0
analobench,openai/gpt-4o,3,1.0,0.0,0.0,1.3333333333333333
