benchmark,model,count,mean,std,min,max,near_constant,low_n
conceptual_design,openai/gpt-4.1-mini,8,0.9521123975778727,0.2370572667961344,0.5149951543230078,1.129834189834797,False,True
conceptual_design,meta-llama/llama-4-maverick,10,0.5664945593094038,0.23721838357717906,0.26385673903468776,1.099718920655568,False,True
cue_word_story,openai/gpt-4o-mini,4,3.982961705525524,0.2376312258165546,3.761134872767969,4.272051343458581,False,True
conceptual_design,mistralai/mistral-nemo,9,0.9403805401637134,0.23901287024258247,0.5341492314359312,1.190882247213528,False,True
cue_word_story,meta-llama/llama-3.3-70b-instruct,4,3.7794056546668027,0.24152607491011202,3.432425738958866,3.9665462621681313,False,True
conceptual_design,google/gemma-3-27b-it,8,1.1437895510407654,0.2429036476288904,1.0070139788013421,1.7334202445996103,False,True
conceptual_design,baidu/ernie-4.5-300b-a47b,7,1.1598279683789368,0.24937831642375702,0.8503728465750976,1.5116196768167967,False,True
conceptual_design,openai/gpt-5.1,8,1.1680087096563434,0.2516778550687191,0.9553788753548877,1.5778648484899946,False,True
cue_word_story,openai/gpt-5.4-nano,4,4.383664672242152,0.25203691974674164,4.149204046905413,4.741330239840248,False,True
conceptual_design,amazon/nova-lite-v1,8,0.5858894876083924,0.2547204923391602,0.27626058177513485,1.0275385348894852,False,True
cue_word_story,baidu/ernie-4.5-300b-a47b,4,4.4368011497209645,0.26053217349284646,4.084686048373026,4.706457439543563,False,True
cue_word_story,openai/gpt-5.5,4,4.536840314563646,0.262136387021991,4.247649205736755,4.775362112054916,False,True
cue_word_story,openai/gpt-4.1-mini,4,4.3396681005508295,0.26499895314983757,4.059825652750072,4.5701588497100705,False,True
conceptual_design,google/gemma-4-26b-a4b-it,8,1.1773724331588433,0.26516730062129346,1.0151036145513748,1.7887633871794457,False,True
conceptual_design,qwen/qwen3.5-flash-02-23,6,1.4465444379854915,0.26547881492453484,1.121785706933844,1.819215939352446,False,True
conceptual_design,google/gemma-3-4b-it,8,1.0811987330280284,0.26638569976337345,0.7018739803140592,1.4287452370791058,False,True
cue_word_story,anthropic/claude-opus-4.7,4,4.419729867356188,0.26908153651146405,4.0175692370439435,4.580141953856165,False,True
conceptual_design,allenai/olmo-3.1-32b-instruct,8,1.047255674624422,0.2692796407905126,0.5314632496970101,1.5075513823331106,False,True
cue_word_story,openai/gpt-5.4,4,4.526882506735668,0.26988320742559996,4.122194720609183,4.668862070660941,False,True
conceptual_design,openai/gpt-4o,11,0.9255221759895775,0.27055646998713523,0.5346237571741664,1.4851677103047471,False,True
cue_word_story,openai/gpt-5.1,4,4.527878496912909,0.2721320780178437,4.184339846622171,4.803358134353999,False,True
conceptual_design,openai/gpt-5.5,7,1.2777192782977593,0.27886306562876434,0.9853531996977574,1.7752377900329042,False,True
cue_word_story,openai/gpt-4.1,4,4.314189513755539,0.2812875887349703,3.931978663455697,4.590810226007577,False,True
cue_word_story,moonshotai/kimi-k2.5,4,4.222555640217852,0.2823116516399661,3.9898403579707473,4.619956933220454,False,True
conceptual_design,meta-llama/llama-3.1-8b-instruct,9,0.5742608271617398,0.2892149992796579,0.2039978158969851,1.156442472550746,False,True
cue_word_story,anthropic/claude-sonnet-4.5,4,4.4529311048788145,0.2893013911193455,4.072767639968283,4.776794634541455,False,True
conceptual_design,openai/gpt-5.4-mini,8,1.1986104061481302,0.2910162734835375,0.996517754202686,1.8666250241218556,False,True
conceptual_design,z-ai/glm-4.5v,5,1.0392198471792131,0.29177835280256736,0.7423068630897212,1.5232287476935213,False,True
conceptual_design,mistralai/pixtral-large-2411,6,0.6744651005614924,0.2944607461833173,0.29709321731489746,1.1108265749578183,False,True
conceptual_design,amazon/nova-micro-v1,7,0.8629733496068456,0.2948920270219855,0.622444763496466,1.4745520885915897,False,True
cue_word_story,mistralai/ministral-8b-2512,4,4.247702891533002,0.2956626492621453,3.976316592171716,4.654559651421879,False,True
cue_word_story,google/gemma-2-27b-it,4,3.172000081494848,0.2961463626382642,2.822742035068882,3.5185986348187663,False,True
conceptual_design,z-ai/glm-4.6,7,1.5110976257693396,0.3133500472870213,1.0343318901630674,1.9549313031172346,False,True
conceptual_design,anthropic/claude-opus-4.5,7,1.064962207229783,0.3208265905286456,0.4553524858333936,1.4952640326065136,False,True
conceptual_design,baidu/ernie-4.5-vl-424b-a47b,9,1.0234498988637537,0.321220056655179,0.5835121590914824,1.7274126766895568,False,True
conceptual_design,nvidia/nemotron-nano-9b-v2,7,0.6639814876281408,0.3213263338662136,0.10973786032663099,1.0332211137665823,False,True
cue_word_story,anthropic/claude-haiku-4.5,4,3.924471303277771,0.3227019841485272,3.526117100249331,4.204433983898111,False,True
conceptual_design,openai/gpt-5.4,6,1.2216359195059177,0.3249689131447078,0.9580303094581455,1.8279162567504772,False,True
cue_word_story,google/gemma-4-31b-it,4,3.9001083774205374,0.3267652113931281,3.4851274988802174,4.249949811458305,False,True
conceptual_design,amazon/nova-2-lite-v1,9,1.0786388632252293,0.32784666345772945,0.7197743789125461,1.8892044908902808,False,True
conceptual_design,mistralai/ministral-8b-2512,9,1.114744923160556,0.3289883344281384,0.5577030347432738,1.7263138574330423,False,True
cue_word_story,meta-llama/llama-3.1-70b-instruct,4,3.5295647944432798,0.331145193486806,3.22643283180254,3.910984982348122,False,True
cue_word_story,qwen/qwen3-next-80b-a3b-instruct,4,4.350107383347972,0.3315079276521385,4.122781201380999,4.8347083470443835,False,True
conceptual_design,google/gemma-4-31b-it,8,1.1556294389266575,0.33382437432959033,1.0084957437751514,1.9789405195381626,False,True
conceptual_design,minimax/minimax-m2-her,9,0.4086966055801073,0.33554619705204974,0.06990771453521684,1.1197963803634137,False,True
cue_word_story,google/gemma-3-27b-it,4,4.186254007552483,0.33735127630179895,3.777642711423218,4.519112216935817,False,True
conceptual_design,ibm-granite/granite-4.0-h-micro,9,0.45247956825393815,0.3390210393752031,0.06818062257463535,0.9813052148255877,False,True
conceptual_design,anthropic/claude-3.7-sonnet,8,1.1658596005157527,0.3428265477204841,0.9474372684493774,1.8842781335563266,False,True
cue_word_story,ai21/jamba-large-1.7,4,3.514278665827365,0.34492772822970436,3.106577686322775,3.909302788214111,False,True
cue_word_story,meta-llama/llama-3.2-11b-vision-instruct,4,3.5085929711766566,0.3453849546713613,3.143958106299552,3.9668629253429315,False,True
cue_word_story,anthropic/claude-3.7-sonnet,4,4.02621612545281,0.3458969475406102,3.6586001853662466,4.424620748458908,False,True
conceptual_design,anthropic/claude-opus-4.6-fast,9,1.237489004061426,0.34680413906784535,0.9624922858235365,1.856318995595856,False,True
conceptual_design,mistralai/mixtral-8x22b-instruct,7,1.2227193778389494,0.3488114789805933,0.9957648088297318,1.915179738412086,False,True
cue_word_story,anthropic/claude-opus-4.6-fast,4,4.3872296236504456,0.35116611642128825,3.9988853750133977,4.693516363374858,False,True
conceptual_design,qwen/qwen3-14b,6,1.265101329261112,0.35163283165006753,0.990966535454843,1.8408665325628837,False,True
conceptual_design,anthropic/claude-opus-4.6,8,1.299933084811379,0.36701009812229174,0.9915923309590963,1.953357237482539,False,True
conceptual_design,z-ai/glm-5.1,8,1.4128923087492864,0.3688502820423202,1.0467409027118213,1.8905379881117594,False,True
cue_word_story,google/gemma-3-12b-it,4,3.9980156441747448,0.36965056254512163,3.56540305373802,4.4073907451065395,False,True
cue_word_story,deepseek/deepseek-v3.2,4,4.2656152507600575,0.3716462733051702,3.7859029034001574,4.5711962705982785,False,True
conceptual_design,mistralai/mistral-medium-3.1,9,1.1338879137707862,0.372686561888971,0.625128207329491,1.913483978623062,False,True
conceptual_design,mistralai/mistral-large-2512,6,1.231883402890232,0.37338575260605233,0.9072851043065224,1.899767944537795,False,True
cue_word_story,moonshotai/kimi-k2.6,4,4.366140833382829,0.3738052422519922,3.829574230418115,4.68716035302992,False,True
conceptual_design,tencent/hunyuan-a13b-instruct,8,0.7496575628946052,0.3759628633423496,0.15723730707881173,1.267688412958773,False,True
conceptual_design,anthropic/claude-opus-4.7,8,1.118651412000369,0.3769719956006912,0.5406803912648789,1.8183986709895454,False,True
cue_word_story,mistralai/mistral-medium-3.1,4,4.446995624699445,0.3770130430179028,4.152401507393122,5.0,False,True
conceptual_design,moonshotai/kimi-k2.5,6,1.4482204297852774,0.3781473492789102,1.0627960557307843,1.9507503381446285,False,True
cue_word_story,anthropic/claude-sonnet-4.6,4,4.37753199760153,0.37856119005467553,3.9648294481529223,4.7644214067127475,False,True
cue_word_story,nousresearch/hermes-4-405b,4,3.2122896726499204,0.38314295982086405,2.9137902654125254,3.7674968563649047,False,True
cue_word_story,deepseek/deepseek-v3.1-terminus,4,4.271222639236357,0.387816229034977,3.8258027720062464,4.771317052251716,False,True
cue_word_story,amazon/nova-2-lite-v1,4,4.075793099452427,0.38893469592799834,3.5810926927922555,4.4590644738273255,False,True
conceptual_design,deepseek/deepseek-v3.1-terminus,7,1.4710029069250226,0.3911197011580153,1.000084982640567,1.842263383435251,False,True
conceptual_design,moonshotai/kimi-k2.6,9,1.5668817025803152,0.3930800979013339,1.0284401612077825,1.9284174555663591,False,True
conceptual_design,z-ai/glm-5-turbo,10,1.4917156096400883,0.39565599604583135,0.9772722605835924,1.8916223945693575,False,True
cue_word_story,deepseek/deepseek-chat,4,3.5456445059556336,0.40234676592416574,3.1147289931894937,3.897322839884725,False,True
conceptual_design,google/gemini-2.5-flash,9,1.2609002907018025,0.40469347283107693,0.5918322292554941,1.8509079295679103,False,True
conceptual_design,deepseek/deepseek-v3.2-exp,4,1.2357325412361926,0.4054311544059704,1.0210843033747536,1.8437405073311486,False,True
cue_word_story,nousresearch/hermes-3-llama-3.1-70b,4,1.9145770889094094,0.40585207506650867,1.3516919115055883,2.2634039554419205,False,True
conceptual_design,z-ai/glm-4.7,8,1.323208790862674,0.4061363678509509,0.9934564561302444,1.8509912731442526,False,True
conceptual_design,z-ai/glm-5,8,1.3117475169601631,0.40891822155815055,0.953809838533727,1.92854422553248,False,True
conceptual_design,arcee-ai/trinity-large-preview,7,0.9437968290356344,0.41215434555648345,0.5301564788178698,1.7466847820927365,False,True
conceptual_design,anthropic/claude-sonnet-4.5,4,1.1080448107704464,0.4123666293464538,0.5293449755745356,1.4733885684008095,False,True
cue_word_story,nvidia/nemotron-3-super-120b-a12b,4,4.347330148118134,0.42397072216944737,3.733756053446396,4.708004871822535,False,True
conceptual_design,meta-llama/llama-4-scout,9,0.5419948272116554,0.4290798695671223,0.17316307389532867,1.4366412889654328,False,True
conceptual_design,deepseek/deepseek-chat,4,1.3750045940796545,0.4291159817851844,1.0665352135853037,2.0,False,True
cue_word_story,morph/morph-v3-fast,4,1.66948179004535,0.4407670873118676,1.3521879926555305,2.318685734090335,False,True
cue_word_story,qwen/qwen-turbo,4,3.787259595709733,0.449643628062414,3.3986056122824286,4.411509923195294,False,True
conceptual_design,deepcogito/cogito-v2.1-671b,8,0.6692310116935738,0.4571000745943112,0.3014193755705001,1.7110466301983167,False,True
conceptual_design,google/gemma-2-27b-it,7,0.7726711253995461,0.45884420054694813,0.10563328318828157,1.4240000736932674,False,True
conceptual_design,nex-agi/deepseek-v3.1-nex-n1,5,1.3478345641054195,0.4657354635896468,0.9623257318325809,1.8729175894643944,False,True
conceptual_design,openai/gpt-5.4-nano,10,1.1464713351009588,0.4719674751505447,0.06907534406562561,1.932497092296149,False,True
conceptual_design,nousresearch/hermes-4-405b,9,0.6713273472035913,0.47232300848138375,0.026039227816125398,1.5113579905199501,False,True
cue_word_story,anthropic/claude-opus-4.5,4,4.25735696353783,0.4767833906803749,3.6722723493742015,4.833442634783382,False,True
conceptual_design,google/gemma-3-12b-it,6,1.1243077289692955,0.47701298734399433,0.41588369397654984,1.7158198358776988,False,True
conceptual_design,nousresearch/hermes-3-llama-3.1-405b,6,0.8378305339134674,0.48108501166674256,0.38297225564407555,1.5104723553587116,False,True
conceptual_design,nvidia/nemotron-nano-12b-v2-vl,7,0.6375264058030332,0.4812215909635298,0.04945507557210117,1.1691082365793264,False,True
conceptual_design,meta-llama/llama-3.2-11b-vision-instruct,9,0.7464545102143976,0.4838510207037831,0.12979934846002533,1.4981783632117442,False,True
cue_word_story,google/gemma-4-26b-a4b-it,4,3.71287774500318,0.4890766140798494,3.2667340764930684,4.254325317733658,False,True
conceptual_design,anthropic/claude-sonnet-4.6,6,1.2537489978698666,0.4992686984094905,0.564579600431469,1.8595859384597926,False,True
cue_word_story,openai/gpt-4o,4,4.025380421211102,0.5061070391272833,3.2829301562117807,4.355950950387742,False,True
cue_word_story,z-ai/glm-4.5v,4,3.3619146804489453,0.5079543044584959,2.7297004871851924,3.970622709096221,False,True
conceptual_design,nvidia/nemotron-3-super-120b-a12b,10,1.3551443458260863,0.5160049947537421,0.13335135142079022,1.8481975713995176,False,True
cue_word_story,meta-llama/llama-3.1-8b-instruct,4,3.799163566918687,0.5404141266582067,3.290250262654103,4.285164696149854,False,True
conceptual_design,anthropic/claude-sonnet-4,5,1.153237437357981,0.5415149503971093,0.53727276695065,1.9736623645819629,False,True
cue_word_story,meta-llama/llama-4-scout,4,3.819418232586883,0.5473031340081176,3.1745870616687353,4.389111800498027,False,True
conceptual_design,nousresearch/hermes-4-70b,7,0.7326913254072102,0.5498023442981029,0.1281209466940439,1.8157710297540641,False,True
conceptual_design,deepseek/deepseek-v3.2,9,1.270755352889148,0.5535062082152282,0.22337607469740095,1.9876971095163105,False,True
cue_word_story,mistralai/mixtral-8x22b-instruct,4,4.149525359004201,0.5549451428975829,3.76939135074874,4.9735752148218,False,True
cue_word_story,nousresearch/hermes-4-70b,4,2.489943468202653,0.5635841455472472,1.6458997732103895,2.8145842626895456,False,True
cue_word_story,amazon/nova-micro-v1,4,3.3253486505637593,0.5823984566522525,2.767305260449804,4.128266542285878,False,True
cue_word_story,z-ai/glm-5,4,3.6192250151506062,0.5840056801916925,3.037973836480309,4.30907322137201,False,True
cue_word_story,anthropic/claude-sonnet-4,4,4.301365389893481,0.5860288684075138,3.5403084302261423,4.766401029121521,False,True
cue_word_story,nvidia/nemotron-nano-9b-v2,4,3.8902952244166205,0.6001749494453978,3.1459192726086704,4.614269339325414,False,True
cue_word_story,minimax/minimax-01,4,3.9776635219245975,0.6109503700445449,3.2125368581975837,4.512929776215971,False,True
cue_word_story,deepseek/deepseek-chat-v3-0324,4,3.568222450722581,0.6140620438270974,2.887939558977392,4.1328874735424606,False,True
cue_word_story,openai/gpt-5.4-mini,4,4.121131452364851,0.6202986766738684,3.196094648168992,4.51287229193106,False,True
cue_word_story,allenai/olmo-3.1-32b-instruct,4,4.1100894983808445,0.6473039337551845,3.360391346898821,4.658066956907446,False,True
cue_word_story,tencent/hunyuan-a13b-instruct,4,3.4187708187669497,0.6678372843738184,2.5909469422107483,4.0406706311818565,False,True
cue_word_story,google/gemma-3-4b-it,4,1.6757311782094826,0.6970379270528183,1.0,2.6399563507365436,False,True
cue_word_story,amazon/nova-lite-v1,4,3.5432273152861087,0.7012836687935481,2.893559793986433,4.537532756270658,False,True
cue_word_story,nvidia/nemotron-3-nano-30b-a3b,4,3.2098924855784534,0.7100321179766914,2.598838982021496,4.093243947817317,False,True
cue_word_story,meta-llama/llama-4-maverick,4,2.62830219811853,0.7114879388779112,1.9635756823959167,3.284283740666996,False,True
cue_word_story,mistralai/mistral-small-3.1-24b-instruct,4,3.1721030925399125,0.7201544512394333,2.612160171554736,4.195133931771386,False,True
cue_word_story,nousresearch/hermes-3-llama-3.1-405b,4,3.2800503360729376,0.7837969397420754,2.6513257783426547,4.304569462837277,False,True
cue_word_story,minimax/minimax-m2-her,4,2.4418376518010523,0.7842579404314441,1.5434738276490065,3.3392376002709168,False,True
cue_word_story,nex-agi/deepseek-v3.1-nex-n1,4,3.8875693450106565,0.7892076845611572,2.827748575375725,4.566881951583244,False,True
cue_word_story,amazon/nova-pro-v1,4,3.29937827336781,0.8816889585422519,2.243327715880454,4.352909338142813,False,True
cue_word_story,meta-llama/llama-3-8b-instruct,4,3.170412316907336,0.9324525299246396,2.293290258520877,4.315233444239406,False,True
cue_word_story,meta-llama/llama-3.2-3b-instruct,4,2.607505935560998,0.9538764574306997,1.887361160096349,3.9625807281701295,False,True
cue_word_story,deepcogito/cogito-v2.1-671b,4,3.687330381317419,0.970482561428836,2.355933199616736,4.462512120264647,False,True
liveideabench,z-ai/glm-4.5v,7,6.559871047434953,0.976740311038996,5.500857753068343,8.334607814552825,False,True
cue_word_story,qwen/qwen3-14b,4,3.258825211655168,0.9854156775059609,2.164364527834928,4.560203429713456,False,True
cue_word_story,nvidia/nemotron-nano-12b-v2-vl,4,4.15018576152468,1.2940017569513478,2.2121612413031873,4.8556119371113695,False,True
